id,严重程度,问题标签,问题产品,答案产品,答案长度,PIC数量,图片数量,question,answer_start
216,正常,,oven,oven,263,4,4,"""如何拆卸烤箱门？""",您好，相关说明如下： / 1. 拆卸门体：1. 完全打开烤箱门。2. 抬起卡扣并向前推至极限位置（图1）。<PIC>3. 将烤箱门关至最大角度（A），向上抬起（B）并转动（C）直至脱开（D）（图2）。<PIC> / 2. 安装门体：1. 将铰链装入对应位置。2. 完全打开烤箱门。3. 放下两个卡扣。4. 关闭烤箱门。 / 3. 移动顶部加热元件（仅限部分型号）1. 取下侧边配件支架格栅（图3）。<PIC>2. 轻轻拉出加热元件（图4）<PIC>并向下放下（图5）。3. 复位时，抬起加热元件并轻轻向自身方向拉动，确保其支撑在侧支架上。
217,正常,,oven,oven,280,1,1,"""如何安装烤箱门？""",您好，相关说明如下： / 1. 安装门体：1. 将铰链装入对应位置。2. 完全打开烤箱门。3. 放下两个卡扣。4. 关闭烤箱门。 / 2. 安装 拆箱后，请确认设备在运输过程中无损坏，烤箱门关闭正常。如有问题，请联系经销商或最近的售后服务中心。为避免损坏，仅在安装时再将烤箱从泡沫底座上取出。 / 3. 烤箱使用说明 电气连接参见安装章节 / <PIC> 1. 控制面板 2. 顶部加热元件/烤架 3. 冷却系统（如有）4. 铭牌（请勿拆除）5. 照明灯 6. 烘焙通风系统（如有）7. 旋转烤叉（如有）8. 底部加热元件（不可见）9. 烤箱门 10. 搁架位置 11. 后壁
218,正常,,oven,,71,2,2,"""如何移动烤箱的顶部加热元件（仅限部分型号）？""",您好，相关说明如下： / 1. 顶部加热元件（仅限部分型号）1. 取下侧边配件支架格栅（图3）。<PIC>2. 轻轻拉出加热元件（图4）<PIC>
219,正常,,oven,oven,91,2,2,"""如何更换烤箱的后部灯（如有）？""",您好，相关说明如下： / 1. 后部灯（如有）：1. 断开烤箱电源。2. 拧下灯罩（图6），<PIC>更换灯泡（参见灯泡型号说明），再拧回灯罩（图7）。<PIC>3. 重新接通烤箱电源。
220,正常,,oven,oven,94,1,1,"""如何使用烤箱的接油盘？""",您好，相关说明如下： / 1. 接油盘（图1） / 放置在烤架下方用于收集油脂和食物碎屑，也可作为烤盘烹饪肉类、鸡肉、鱼类等，可搭配蔬菜使用。向接油盘中倒入少量水，避免油脂飞溅及冒烟。 / <PIC>
221,正常,,oven,oven,354,0,0,"""如何清洁烤箱外部？""",您好，相关说明如下： / 1. 烤箱外部 重要提示：请勿使用腐蚀性或研磨性清洁剂。若此类产品意外接触设备，请立即用湿布擦拭。- 用湿布清洁表面。若污渍严重，可在水中加入几滴洗洁精，最后用干布擦干。 / 2. 烤箱内部 重要提示：请勿使用研磨海绵、金属刮刀或清洁球。长期使用会损坏搪瓷表面及烤箱门玻璃。- 每次使用后，待烤箱冷却，最好在仍有余温时清洁，以清除食物残留形成的污垢和污渍（如高糖分食物）。- 使用专用烤箱清洁剂，并严格遵守制造商说明。- 用合适的液体清洁剂清洁门玻璃。可拆下烤箱门方便清洁（参见维护章节）。- 烤架顶部加热元件（参见维护章节）可放下（仅限部分型号），便于清洁烤箱顶部。 注意：长时间烹饪高水分食物（如披萨、蔬菜等）时，烤箱门内侧及密封条周围可能产生冷凝水。烤箱冷却后，用布或海绵擦干门内侧。
222,正常,,oven,oven,261,0,0,"""如何使用烤箱的烤架？""","您好，相关说明如下： / 1. 甜点- 精致甜点使用常规功能单层烹饪。使用深色金属蛋糕模，并始终放置在随附烤架上。如需多层同时烹饪，选择热风功能，错开蛋糕模位置，保证热空气循环最佳。- 检查蓬松蛋糕是否熟透：将牙签插入蛋糕中心，拔出后无粘连即已熟透。- 若使用不粘蛋糕模，请勿涂抹边缘黄油，否则蛋糕边缘可能无法均匀蓬松。- 若蛋糕烹饪过程中塌陷，下次适当降低温度，可减少面糊液体用量并轻柔搅拌。- 夹心湿润甜点（如芝士蛋糕、水果派）使用""热风烘焙""功能（如有）。若蛋糕底部过湿，降低层架高度，并在倒入馅料前撒上面包糠或饼干屑。"
223,正常,,oven,"dishwasher,oven",441,4,4,"""烤箱的催化侧面板有什么作用？""","您好，相关说明如下： / 1. 烤箱后壁及催化侧面板清洁（如有）： 重要提示：请勿使用腐蚀性或研磨性清洁剂、粗刷、百洁布或烤箱喷雾，否则可能损坏催化表面并破坏其自清洁性能。- 烤箱空载，开启热风循环功能，设定200C运行约一小时- 随后待设备冷却，用海绵清除食物残留。 / 2. 催化侧面板（图4） / 该面板带有特殊微孔搪瓷涂层，可吸附油脂飞溅物。烹饪油脂较多的食物后，建议执行自动清洁程序（参见清洁章节）。 / <PIC>旋转烤叉（图5） / <PIC> / 按照图9所示使用旋转烤叉。 / <PIC> / 也可参考""推荐使用与技巧""章节。烤架烤盘套装（图6） 套装包含烤架（6a）和搪瓷容器（6b）。本套装需放置在烤架（3）上，并配合烧烤功能使用。 / <PIC>油脂过滤器（图7） 仅用于油脂较多的烹饪。挂在烤箱腔体后壁、风扇对面位置。可洗碗机清洗，可配合热风循环功能使用。 / 滑动搁架（图8） / 烹饪过程中可将烤架与接油盘半拉出。适用于所有配件，可洗碗机清洗。 / 控制面板说明 /  1. 功能选择旋钮 2. 电子程序"
224,正常,,oven,oven,51,0,0,"""如何使用烤箱的烤盘？""",您好，相关说明如下： / 1. 披萨 烤盘轻微刷油，保证披萨底酥脆。烹饪至三分之二时间时再撒马苏里拉芝士。
225,正常,,oven,oven,75,1,1,"""如何使用烤箱的烤架烤盘套装？""",您好，相关说明如下： / 1. 烤架烤盘套装（图6） 套装包含烤架（6a）和搪瓷容器（6b）。本套装需放置在烤架（3）上，并配合烧烤功能使用。 / <PIC>
226,正常,,oven,"dishwasher,oven",76,1,1,"""如何使用烤箱的油脂过滤器？""",您好，相关说明如下： / 1. 油脂过滤器（图7） 仅用于油脂较多的烹饪。挂在烤箱腔体后壁、风扇对面位置。可洗碗机清洗，可配合热风循环功能使用。 / <PIC>
227,正常,,oven,"dishwasher,oven",61,1,1,"""如何使用烤箱的滑动搁架？""",您好，相关说明如下： / 1. 滑动搁架（图8） / 烹饪过程中可将烤架与接油盘半拉出。适用于所有配件，可洗碗机清洗。 / <PIC>
228,正常,,camera,camera,166,1,1,"""如何为混合即时相机安装肩带？""",您好，相关说明如下： / 1. 安装肩带（另售） / 将肩带卡扣安装到相机上，然后安装肩带。 打开肩带卡扣。使用卡扣安装工具按图示打开肩带卡扣。 / <PIC> / 请妥善保管该工具。拆卸肩带时需要用它打开卡扣。 / 2. 注意事项 - 肩带仅作肩带使用。请勿将肩带套在脖子上。 - 注意肩带不要遮挡相纸出口。 - 安装肩带时，挂绳环可能会磨损或褪色。
229,正常,,camera,camera,253,4,4,"""如何为混合即时相机装入电池？""",您好，相关说明如下： / 1. 装入电池 <PIC> / 滑动电池盖将其打开。 <PIC> / 按照电池上的箭头指示装入电池。 确保电池上的黄线与相机上的标记对齐。- 取出电池时，将电池锁扣推向一侧，然后将电池滑出相机。 <PIC> / 关闭电池盖。 电池充电 注意安装方向。 / <PIC> 使用随附的USB线将相机与智能手机专用交流电源适配器连接，然后将交流电源适配器插入室内电源插座。 / - 使用符合以下额定输出的交流电源适配器：直流5.0伏/1000毫安 - 充电过程中可以拍摄或打印图像。 - 充电时间约为三到四小时。
230,正常,,camera,,158,4,4,"""如何为混合即时相机装入相纸盒？""",您好，相关说明如下： / 1. 装入相纸盒 / <PIC> / 按住相仓锁按钮（1），然后将拨杆向右滑动（），直至相仓略微打开。 / <PIC> / 握住相纸盒两侧，将相纸盒底部对准相仓凹槽（），然后平直插入（2）。 / <PIC>关闭后盖。 确保后盖锁咔哒到位。<PIC>关闭后盖时，黑色相纸保护盖会自动弹出。 从相纸出口取出相纸保护盖。
231,正常,,camera,,208,2,2,"""如何为混合即时相机取出用完的相纸盒？""",您好，相关说明如下： / 1. 取出用完的相纸盒 相纸用完时，拍摄画面右侧的所有点会以灰色显示。（第52页） 取出相纸盒。 / <PIC> / 按住相仓锁按钮（1），然后将拨杆向右滑动（），直至相仓略微打开。 / <PIC> / 握住相纸盒上的矩形孔，然后平直拉出。 有两种打印模式。 / - 自动打印模式 - 手动打印模式（默认设置） 选择自动打印模式时，图像保存后立即开始打印。选择手动打印模式时，图像保存到内存中，您可稍后选择并打印。
232,正常,,camera,,87,3,3,"""如何设置混合即时相机的自动打印模式？""","您好，相关说明如下： / 1. 自动打印模式 将侧面的打印模式选择器切换到""AUTO""。 / <PIC> 拍摄画面上会出现以下图标。 / <PIC> 图像保存后立即开始打印。 / <PIC>"
233,正常,,camera,,109,3,3,"""如何设置混合即时相机的手动打印模式（初始设置）？""","您好，相关说明如下： / 1. 手动打印模式（默认设置） 将侧面的打印模式选择器切换到""MANUAL""。 / <PIC> 拍摄画面上会出现以下图标。 / <PIC> 图像保存到内存中，您可稍后选择并打印，而非立即打印。 / <PIC>"
234,正常,,camera,camera,454,2,2,"""如何使用混合即时相机拍摄照片？""",您好，相关说明如下： / 1. 拍摄照片 本节介绍基本拍摄操作。 顺时针转动镜头环（电源开关）开机。 / <PIC> 手持相机并确认最终图像的构图。 / <PIC> 选择拍摄模式或进行图像效果设置。（第53至57页） 半按快门对焦。 / - 对焦成功：相机发出蜂鸣声，显示屏上出现绿色对焦框。 - 对焦失败：显示屏上出现红色对焦框。 更改构图或使用对焦锁定。（第55页） 完全按下快门拍摄照片。 / 照片拍摄完成并保存到相机内存。 - 若打印模式设为自动打印模式，图像将被打印。（第49页） - 拍摄时，请双手持机，肘部抵住身体。 - 按下快门时，注意不要触碰镜头表面。 - 完全按下快门时，请轻按。 - 注意手指或肩带不要遮挡闪光灯、镜头或相纸出口。 - 光线不足时，拍摄可能会触发闪光灯。您可更改闪光灯设置关闭闪光。（第56页） / 2. 打印其他相机拍摄的图像 插入包含图像的存储卡可打印其他相机拍摄的图像。但需满足以下条件。 / - 将要打印的图像复制到根目录，而非文件夹中。 - 文件名由四个大写字母（A-Z）加四个数字组成。
241,正常,,air_fryer,"air_fryer,microwave,pressure_cooker_air_fryer",1400,0,0,"""If this is the first time to use airfryer, What should I do before first use?""","Here is the relevant guidance: / 1. The App Your Air fryer is Wi Fi enabled and allows you to connect with the App to gain the full Air fryer experience. Within the App you can select your favorite recipes,send it to the Air fryer and start it from your smart device.You can start,monitor and adjust the cooking process onyour smart device from wherever you are,even if you are not at home. Connecting your Airfryer to the App Put the plug of the Air fryer in the wall outlet. 2 Make sure that your sma"
242,正常,,boat,,306,2,2,"""How to find the approval label of emission control certificate of the boat?""",Here is the relevant guidance: / 1. Approval label of emission control certificate These labels are attached to each engine unit and to the inside of the engine compartment. for engine hood opening and closing procedures.) <PIC> / 1 Emission control information label <PIC> / 1 Emission control information label
243,正常,,boat,boat,984,3,3,"""How do I use the battery conversion feature before sailing?""","Here is the relevant guidance: / 1. Battery switches The batteries and switch assembly are located in the battery compartment. This boat uses two marine batteries. One battery is designated as the start battery. The start battery is connected to the starter circuit on the engine to provide current for the starter motor. The other battery is designated as the house battery. The house battery provides power for the various accessory circuits on the boat, such as the circuits for the lighting, bilge "
244,正常,,,vacuum,784,0,0,"""How the ship steers?""","Here is the relevant guidance: / 1. How Long the Warranty Lasts It is warranted that the Product is free from defects in materials and workmanship for aperiodof twelve (12) months from the date of purchase. The foregoing timeline begins to run upon the date of purchase, and shall not be stalled,tolled,extended, or suspended,for any reason whatsoever. / 2. LITHIUM ION BATTERY For best results,only use the lithium ion battery that comes with vacuum.While vacuum will operate witholder-model batteries,i"
245,正常,,boat,,930,1,1,"""What should I do if face over temperature warning on the boat?""","Here is the relevant guidance: / 1. Over temperature warning This model is equipped with an over temperature warning system. If the engines start to overheat, a warning will appear on the multifunction display and the buzzer will sound. If an engine is overheating, ""Over Temperature"" will be displayed. At the same time, the engine speed is automatically limited to help prevent damage. If this occurs, immediately reduce the engine speed, return to shore or maneuver to a safe location, and check for"
246,正常,,,landline,439,0,0,"""If I want to listen to music on my phone, how do I turn on the sound system?""","Here is the relevant guidance: / 1. Set the key tone Key tone is the sound made when you press a key on the handset. 1 Select [Menu] > [Phone setup] > [Sounds] > [Key tone] , then press [OK] to confirm. 2 Select [O n]/[O f f] , then press [OK] to confirm. The setting is saved. 1 Select [Menu] > [Phone setup] > [Sounds] > [Docking tone] , then press [OK] to confirm. 2 Select [On] / [Off] , then press [OK] to confirm. The setting is saved."
247,正常,,boat,boat,656,2,2,"""How do I use the storage compartments if I want to store wet items while on board?""","Here is the relevant guidance: / 1. Storage compartments This boat is equipped with the following convenient on-board storage compartments. Make sure that the storage compartments are securely closed before getting underway. / 2. Wet storage compartment The wet storage compartment is located under the swim platform. To open the wet storage compartment: (1) Pull the lock handle up. (2) Turn the lock handle clockwise, and then open the rear platform hatch. <PIC> 1 Rear platform hatch 2 Lock handle <PI"
248,正常,,boat,boat,559,2,2,"""How to open the battery compartment when manipulating the boat?""","Here is the relevant guidance: / 1. WARNING Do not carry any flammable substances in the compartment or any heavy or metal items that can damage the battery or cause a short circuit. Sparks or fire could result. The battery compartment is located on the port side of the boat at the stern. To open the battery compartment: Unhook the latch, and then open the battery compartment lid. <PIC> / 1 Battery compartment lid 2 Latch <PIC> 1 1 Battery compartment To close the battery compartment: Close the batt"
249,正常,,boat,,212,1,1,"""How to install an anchor light while the boat is moving?""","Here is the relevant guidance: / 1. anchor light into the slot in the socket, and then install the light into the socket. <PIC> 1 Cap 2 Slot 3 Protrusion (6) Fit anchor light stopper B into the anchor light socket."
250,正常,,boat,,516,0,0,"""How do I use the jet wash function to clean the boat after using it?""","Here is the relevant guidance: / 1. Emergency procedures Jet pump clean-out procedure / 2. To store the battery: (1) Clean the battery casing and terminals using a mixture of baking soda and water (one tablespoon of baking soda to one cup of water).(2) Apply dielectric grease or petroleum jelly to the battery terminals and to all exposed connectors.(3) If the battery will be stored for a longer period, check its state of charge (use a hydrometer or a voltmeter and load tester) at least once a month "
251,正常,,boat,boat,918,4,4,"""How do I turn on or off the water supply button on my boat?""","Here is the relevant guidance: / 1. TIP: - The water supply will start 5 seconds after the jet wash switch is pushed. - The water flow can be adjusted to 3 levels. Push the jet wash switch to adjust the water flow level. <PIC> 1 Jet wash switch <PIC> (4) Move the jet wash handle lever to discharge water. <PIC> / 1 Jet wash handle lever To stop using the jet wash:(1) Push the jet wash switch.(2) Stop the engines. .)(3) Push the collar on the hose fitting inward, and then disconnect the coil hose from"
252,正常,,boat,boat,574,3,3,"""How to remove the bimini top of the boat?""","Here is the relevant guidance: / 1. Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a sunshade or rain cover for the leaning post. The bimini top can be removed and installed. <PIC> 1 Bimini top To remove the bimini top: (1) Open the flap on the starboard side of the bimini top. <PIC> 1 Flap(2) Loosen the ratchet, and then loosen the strap securing the bimini top. <PIC> 1 Ratchet (3) Slowly pull the bimini top toward the bow and remove it. / To install the bim"
253,正常,,boat,boat,202,0,0,"""How do I install a bimini top on my boat if I want to use the canopy?""","Here is the relevant guidance: / 1. To install the bimini top: When installing the bimini top, simply reverse the removal steps, and then make sure that the main pole mounting pins are securely installed."
254,正常,,boat,boat,497,2,2,"""How to store the bimini top in the upright position of the boat?""","Here is the relevant guidance: / 1. Storing the bimini top in the fully collapsed position To store the bimini top in the fully collapsed position: (1) Follow the above steps for ""Storing the bimini top in the upright position"". (2) While supporting the bimini top, remove the lock pins securing the forward support poles to the forward support pole mounting brackets. <PIC> 1 Forward support pole 2 Lock pin 3 Forward support pole mounting bracket (3) Lower the bimini top onto the rear deck. <PIC>"
255,正常,,"boat,lawn_mower",lawn_mower,359,2,2,"""When I am sailing, how do I check the engine oil level to ensure continued sailing?""",Here is the relevant guidance: / 1. Engine oil level check Make sure that the engine oil level is between the minimum level mark and maximum level mark on the dipstick. for information on checking the engine oil level.) <PIC> 1 Oil tank filler cap/Dipstick / for information on draining the bilge water.) <PIC> 1 Dipstick 2 Maximum level mark 3 Minimum level mark
256,正常,,boat,"boat,television",818,3,3,"""How can I use the bilge pump of the boat?""","Here is the relevant guidance: / 1. Bilge pump Your boat is equipped with a drainage system that channels water that enters the boat from the storage compartments to the bilge under the engine compartment. When the bilge pump switch is turned on, the bilge pump will operate. <PIC> 1 Bilge pump switch Even if the bilge pump switch is not turned on, the bilge pump will detect when there is excessive water in the bilge and will automatically drain most of it through the bilge pump outlet. This functi"
257,正常,,boat,,574,1,1,"""How to perform anchor light switch check while sailing?""","Here is the relevant guidance: / 1. Anchor light (210FSH SPORT) The anchor light is located at the top of the Ttop. It is also the ""all-around"" light for navigation at night or in low-visibility conditions. for information on the anchor light on.) To use the anchor light: Pull the lock tab, raise the anchor light, and then move the lock tab to its original position to lock the anchor light in place. <PIC> 1 Lock tab To store the anchor light: Pull the lock tab, lower the anchor light, and then mov"
258,正常,,boat,boat,596,0,0,"""When I want to start the boat, how do I turn on the boat's engine to get the machine started?""","Here is the relevant guidance: / 1. START: The starter motor will turn to start the engine. (When the main switch key is released, it returns automatically to ""ON"".) / 2. Hazard information Never start the engine or let it run for any length of time in an enclosed area. Exhaust fumes contain carbon monoxide, a colorless, odorless gas that may cause loss of consciousness and death within a short time. Always operate the boat in an open area. It is also important to have the engine off when anyone is "
259,正常,,boat,boat,1087,0,0,"""How do I turn a boat while sailing?""","Here is the relevant guidance: / 1. NOTICE - Never turn the main switch keys to the start position while the engines are running. The starter mechanism could be damaged. - If the starter motors are engaged continuously for more than 5 seconds, the battery will become quickly discharged and it will be impossible to start the engines. The starter motors may also be damaged if they are engaged continuously for more than 5 seconds. On this boat, the engines are connected directly to the drive units. S"
260,正常,,boat,boat,983,1,1,"""How to operate the boat cross wakes and swells?""","Here is the relevant guidance: / 1. Crossing wakes and swells You will not always have flat, smooth water. There will be swells and wakes from other boats, etc. the wake or swell, the boat will try to steer away from the wake or swell. When crossing at a 45angle, you may not notice this, but at a smaller angle, say 10, it can be very strong. Be prepared to steer and balance as necessary. <PIC> / To cross a wake or swell, change your speed and choose the angle at which you cross the wake or swell. Us"
261,正常,,boat,boat,984,0,0,"""How do I load the boat when the cruise is over?""","Here is the relevant guidance: / 1. Loading (1) Disconnect the trailer lights from the towing vehicle. (2) Back the trailer down the ramp as close to 90 to the shoreline as you can. If possible, have a second person act as an observer while standing to the side of the trailer. Stop when the tops of the trailer's fenders are about 3 inches above the waterline. (3) With the boat moving at the slowest idle speed, guide the boat onto the support rails. Use throttle only if necessary for steering abili"
262,正常,,boat,boat,984,2,2,"""How to flush the cooling system of the boat?""","Here is the relevant guidance: / 1. Flushing the cooling system Cooling system flushing is essential to prevent the cooling system from clogging up with salt, sand, or dirt. (1) Connect the garden hose adapter to a garden hose. <PIC> 1 Garden hose adapter 2 Garden hose (2) Loosen the flush hose connector cap and remove it. Insert the garden hose adapter into the flush hose connector by pushing and twisting it until it is securely connected. <PIC> 1 Flush hose connector 2 Flush hose connector cap 3"
263,正常,,boat,boat,983,4,4,"""How to replace the fuse of the boat?""","Here is the relevant guidance: / 1. WARNING Do not use fuses of a higher amperage than recommended. Substitution with a fuse that has an improper rating can cause extensive electrical system damage and possible fire. If a fuse is blown, replace it with the proper fuse. To replace a fuse:(1) Open the engine hood. .)(2) Unfasten the band. / <PIC> 1 Band (3) Remove the fuse box from the air filter case by pulling the fuse box toward the bow. (4) While pushing both sides of the fuse box cover inward, pu"
264,正常,,"boat,lawn_mower",lawn_mower,359,2,2,"""How to check the engine oil level of the boat?""",Here is the relevant guidance: / 1. Engine oil level check Make sure that the engine oil level is between the minimum level mark and maximum level mark on the dipstick. for information on checking the engine oil level.) <PIC> 1 Oil tank filler cap/Dipstick / for information on draining the bilge water.) <PIC> 1 Dipstick 2 Maximum level mark 3 Minimum level mark
265,正常,,coffee_machine,coffee_machine,366,2,2,"""How to use the energy saving mode of a coffee machine?""","Here is the relevant guidance: / 1. ENERGY SAVING MODEThis machine is equipped with an energy saving feature. The machine will automatically enter power of mode after 9 minutes. To turn the machine on either press the Espresso or Lungo button. / <PIC> To turn the machine off before automatic Power Off mode, press both the Espresso and Lungo button simultaneously.<PIC>"
266,正常,,coffee_machine,coffee_machine,469,4,4,"""How to change the default setting of the energy saving mode?""","Here is the relevant guidance: / 1. To change this setting 1.With machine being turned of, press and hold the Espresso button for 3 seconds.<PIC> 2.The Espresso button will blink to indicate the current setting.<PIC> 3.To change this setting press the espresso button: One time for power of mode after 9 minutes One more time for power of mode after 30 minutes One more time to deactivate.<PIC> 4.To exit the energy saving mode press the Lungo button for 3 seconds. <PIC>"
267,正常,,coffee_machine,coffee_machine,395,4,4,"""How to program the water valume of a coffee machine?""",Here is the relevant guidance: / 1. PROGRAMMING THE WATER VOLUME 1.Turn the machine on and wait for it to be in ready mode (steady lights).<PIC> 2.fill the water tank with potable water and insert a capsule.<PIC> 3.Place a cup under the cofee outlet. <PIC> 4.Press and hold the Espresso or Lungo button. <PIC> 5.Release button once the desired volume is served. 6.Water volume level is now stored.
268,正常,,,coffee_machine,562,4,4,"""How should I do if I want to empty the system before not in use, for frost protection or before maintenance?""","Here is the relevant guidance: / 1. EMPTYING THE SYSTEM BEFORE A PERIOD OF NON-USE AND FOR FROST PROTECTION, OR BEFORE A REPAIR / NOTE: your machine will be blocked for 10 minutes after emptying mode. 1.To enter the emptying mode, press both the Espresso and Lungo button to turn the machine of. <PIC> 2.Remove the water tank and open the lever.<PIC> 3.Press both the Espresso and Lungo button for 3 seconds.<PIC> Both LEDs blink alternatively.<PIC> 4.Close the lever.  5.Machine switches off automatical"
269,正常,,coffee_machine,coffee_machine,346,3,3,"""How should I do if I want to reset to factory settings of the coffee machine?""","Here is the relevant guidance: / 1. RESET TO FACTORY SETTINGS 1.With machine being turned of, press and hold down the Lungo button for 5 seconds. <PIC> 2.LeDS will blink fast 3 times to confrm machine has been reset to factory settings.<PIC> 3.LEDs will then continue to blink normally, as heating up, until ready. Steady lights: machine ready<PIC>"
270,正常,,,,491,0,0,"""How should I clean my coffee maker after I use it so that it can last longer?""","Here is the relevant guidance: / 1. To store the battery: (1) Clean the battery casing and terminals using a mixture of baking soda and water (one tablespoon of baking soda to one cup of water).(2) Apply dielectric grease or petroleum jelly to the battery terminals and to all exposed connectors.(3) If the battery will be stored for a longer period, check its state of charge (use a hydrometer or a voltmeter and load tester) at least once a month and recharge the battery if it gets too low."
271,正常,,boat,,662,1,1,"""How to open the swim platform of the boat\uff1f""","Here is the relevant guidance: / 1. TIP: The rear platform hatch has interlocks to shut off the engines should the hatch be accidentally opened during operation. The engines will not restart unless the hatch is closed and latched. / 2. Engine hood The engine hood can be opened to access the engine. The engine hood latches are located under the front of the leaning post. To open the engine hood, pull the engine hood latches up and lift the engine hood. NOTICE: 210FSH DELUXE: Do not open the engine ho"
272,正常,,boat,boat,608,3,3,"""How to open the livewell and add water on the boat?""","Here is the relevant guidance: / 1. Livewell The livewell for holding live bait and fish is located on the starboard side of the boat at the stern. To open the livewell: Pull the latch to open the livewell lid. <PIC> 1 Livewell lid 2 Latch <PIC> 1 Livewell To supply water to the livewell: (1) Push the livewell switch to turn on the livewell pump and supply water. (2) When there is sufficient water in the livewell, push the livewell switch to turn off the livewell pump. (3) If necessary, push the a"
273,正常,,boat,,587,3,3,"""What is the maintenance setting screen of the boat controller?""","Here is the relevant guidance: / 1. Maintenance setting screen This screen displays the number of hours that the engines have been running since the last maintenance. <PIC> After maintenance is performed, reset the number of hours of operation as follows. To reset the number of hours of operation: (1) Tap the ""Reset"" button. <PIC> 1 ""Reset"" button (2) When the confirmation message appears, tap the ""YES"" button to reset the number of hours of operation. / 2. TIP: To return to the maintenance setting "
274,正常,,boat,,419,3,3,"""In the boat's steering position, what does the factory reset screen show?""","Here is the relevant guidance: / 1. Factory reset screen This screen can be used to reset the settings to their factory default settings. <PIC> / To reset the settings: (1) Tap the ""Reset"" button. <PIC> 1 ""Reset"" button (2) When the confirmation message appears, tap the ""YES"" button to reset the settings. TIP: To return to the factory reset screen without resetting the settings, tap the ""NO"" button. <PIC> 1 ""YES"" button"
275,正常,,,,496,2,2,"""What is the trip screen shown?""","Here is the relevant guidance: / 1. Trip screen This screen displays the hours of engine operation, fuel consumption, and other information. 1 Menu 2 Scrollbar 3 ""Reset"" button <PIC> The menu displays 4 items at one time. Scroll through the menu items using the scrollbar. <PIC> / \* This item cannot be reset. To reset an item on the trip screen: Touch and hold the item that you want to reset for several seconds. To reset all of the display items: Tap the ""Reset"" button to reset all of the items."
276,正常,,boat,boat,744,3,3,"""When I am ready to sail, if everything is ready, how do I make the boat move forward?""","Here is the relevant guidance: / 1. Forward When the remote control levers are initially moved to the forward position and the boat is operating at a slow speed, the shift gates are lifted up slightly from the neutral position and jet thrust is directed downward at an angle. This function, which is called the thrust directional enhancer (TDE), helps to provide good handling response when the steering wheel is turned, even though there is less thrust available at low engine speeds. 1 TDE position <"
277,正常,,boat,,984,2,2,"""How do I check the boat's steering system when I'm driving it?""","Here is the relevant guidance: / 1. Steering system checks Make sure the steering wheel is not loose. There should not be any free play, either inand-out or in rotation. Turn the steering wheel fully to the right and left to make sure operation is smooth and unrestricted throughout the whole range. <PIC> Make sure both the jet thrust nozzles change directions as the steering wheel is turned. The jet thrust nozzles should point to starboard (right) when the wheel is turned to the right. The jet thr"
278,正常,,boat,boat,1220,0,0,"""How should fire extinguishers be stored on board and where should they be placed?""","Here is the relevant guidance: / 1. Fire extinguisher check As an inboard boat less than 26 feet in length, your boat must be fitted with one 5-B (B-1) type fire extinguisher when navigating waters controlled by the U.S. Coast Guard. In addition, most state and local boating laws require that the craft carry a USCG-approved fire extinguisher whenever the boat is operated. Make sure at least one fire extinguisher is aboard and full; two fire extinguishers are recommended. See the instructions suppl"
279,正常,,boat,boat,348,2,2,"""How to care the throttle-cable of the boat?""",Here is the relevant guidance: / 1. Throttle cable Grease the throttle-cable inner wires at the pulley wheel of the APS. <PIC> Steering cable ball joints and inner wire Grease the steering cable and shift cable ball joints at the jet thrust nozzles. Extend the steering cable and shift cable inner wires and apply a thin coat of grease to them. <PIC>
280,正常,,camera,camera,1219,1,1,"""How do I charge the camera battery when I'm not using it?""","Here is the relevant guidance: / 1. Power Source The battery cannot be recharged. -You are using the wrong battery. / Do not recharge any battery pack other than Battery Pack BP511A,BP-514,BP-511,0rBP-512. / -The battery is not properly attached to the battery charger. / Attach the battery properly to the charger. (p.18) The camera does not operate even when the < switch is set to <O N>o r< >, -The battery is exhausted. / Recharge the battery. (p.18) / 0 The battery is not installed properly. / Install the ba"
281,正常,,camera,camera,192,0,0,"""How to install the camera battery when another one is power off?""",Here is the relevant guidance: / 1. Installing the Battery Load a fully charged BP-511A battery pack into the camera. / 2. Install the DC Coupler (p.22) or a battery and turn the <> switch to<ON>.
282,正常,,camera,camera,373,1,1,"""How do I connect the camera using a household power socket?""","Here is the relevant guidance: / 1. Using a Household Power Outlet With AC Adapter Kit ACK-E2 (optional), you can connect the camera to a household power outlet and not worry about the battery level. / 2. Connect the power cord. -ConnectthepowercordtotheAC adapter. - Insert the plug into a power outlet. -When you are finished, disconnect the plug from the power outlet. <PIC>"
283,正常,,camera,camera,138,1,1,"""How do you mount the lens of a camera when preparing for photography?""",Here is the relevant guidance: / 1. Remove the caps. -Remove the rear lens cap and the body cap by turning them as shown by the arrow. <PIC>
284,正常,,camera,camera,314,0,0,"""How do you install the card into a camera before photography?""","Here is the relevant guidance: / 1. Installing and Removing the CF Card The captured image will be recorded onto the CF card (optional). Although the thickness is different, a Type I or Type Il CF card can be inserted intothecamera.Thecamera is alsocompatiblewithMicrodrive and CF cards with 2 GB or higher capacity."
285,正常,,camera,camera,182,0,0,"""Have you ever wondered how to remove the camera shutter button? Understanding this process can enhance your photography experience and allow for quick repairs!""",Here is the relevant guidance: / 1. Shutter Button The shutter button has two steps. You can press the shutter button halfway. Then you can further press the shutter button completely.
